iter	Passed	Remaining
205	390	1506
206	391	1500
207	393	1496
208	394	1494
209	396	1490
210	397	1485
211	398	1480
212	399	1475
213	400	1472
214	401	1467
215	403	1463
216	404	1459
217	405	1454
218	407	1452
219	408	1448
220	410	1445
221	411	1441
222	413	1439
223	414	1435
224	415	1431
225	416	1427
226	418	1423
227	419	1421
228	421	1417
229	422	1413
230	423	1408
231	424	1403
232	425	1401
233	427	1397
234	428	1393
235	429	1390
236	430	1386
237	432	1383
238	433	1378
239	434	1374
240	435	1372
241	436	1368
242	438	1365
243	439	1361
244	440	1357
245	441	1353
246	442	1349
247	444	1347
248	445	1344
249	446	1340
250	447	1336
251	448	1332
252	450	1329
253	451	1325
254	452	1322
255	453	1318
256	454	1314
257	456	1313
258	457	1309
259	458	1306
260	460	1303
261	461	1300
262	463	1298
263	464	1295
264	465	1291
265	466	1287
266	467	1283
267	469	1281
268	470	1278
269	471	1274
270	472	1270
271	473	1267
272	475	1265
273	476	1261
274	477	1258
275	478	1255
276	480	1253
277	481	1250
278	482	1247
279	483	1244
280	485	1241
281	486	1237
282	487	1235
283	488	1232
284	489	1228
285	490	1225
286	492	1222
287	493	1221
288	495	1218
289	496	1214
290	497	1211
291	498	1207
292	500	1207
293	502	1206
294	503	1203
295	504	1200
296	506	1198
297	507	1195
298	508	1192
299	509	1189
300	511	1187
301	512	1185
302	514	1182
303	515	1179
304	516	1176
305	517	1173
306	519	1171
307	520	1168
308	521	1166
309	523	1164
310	524	1162
311	526	1160
312	527	1157
313	528	1155
314	530	1153
315	531	1150
316	533	1148
317	534	1145
318	535	1142
319	537	1141
320	538	1138
321	539	1135
322	540	1132
323	541	1130
324	543	1129
325	545	1126
326	546	1124
327	547	1121
328	548	1119
329	550	1117
330	551	1114
331	552	1111
332	553	1108
333	554	1106
334	556	1104
335	557	1101
336	558	1098
337	559	1095
338	560	1092
339	561	1090
340	563	1088
341	564	1085
342	565	1082
343	566	1079
344	568	1078
345	569	1075
346	570	1073
347	571	1070
348	572	1067
349	573	1064
350	574	1062
351	575	1059
352	576	1057
353	577	1054
354	578	1051
355	579	1049
356	581	1046
357	582	1044
358	583	1041
359	584	1038
360	585	1036
361	586	1034
362	588	1031
363	589	1029
364	590	1026
365	591	1024
366	592	1022
367	593	1020
368	595	1017
369	595	1014
370	597	1012
371	598	1011
372	600	1009
373	601	1006
374	602	1003
375	603	1000
376	604	998
377	605	996
378	606	994
379	607	991
380	608	988
381	609	986
382	611	984
383	612	982
384	613	980
385	614	977
386	615	975
387	617	973
388	618	971
389	619	969
390	620	966
391	621	964
392	623	962
393	624	960
394	625	958
395	626	955
396	627	953
397	628	951
398	630	949
399	631	947
400	632	945
401	633	942
402	635	940
403	636	939
404	637	936
405	639	934
406	640	932
407	641	930
408	643	929
409	644	927
410	645	925
411	646	923
412	648	921
413	649	919
414	650	916
415	651	914
416	652	912
417	653	910
418	655	908
419	656	906
420	657	904
421	658	901
422	659	899
423	661	898
424	662	895
425	663	893
426	664	891
427	665	889
428	667	887
429	668	885
430	669	883
431	670	881
432	671	878
433	672	876
434	673	875
435	674	873
436	675	870
437	676	868
438	677	866
439	679	864
440	680	862
441	681	860
442	682	858
443	684	856
444	686	856
445	687	854
446	689	852
447	690	850
448	691	848
449	692	846
450	693	844
451	695	842
452	696	841
453	698	839
454	699	837
455	700	835
456	701	833
457	702	831
458	704	830
459	705	828
460	706	826
461	707	824
462	708	822
463	710	820
464	711	818
465	712	816
466	714	814
467	714	812
468	716	811
469	718	809
470	719	807
471	720	805
472	721	803
473	722	802
474	724	800
475	725	798
476	726	796
477	727	794
478	729	793
479	730	791
480	731	789
481	733	787
482	733	785
483	735	784
484	736	782
485	737	780
486	738	778
487	740	776
488	741	775
489	742	773
490	743	771
491	745	769
492	746	767
493	748	766
494	749	764
495	750	763
496	752	761
497	753	759
498	754	757
499	755	755
500	757	754
501	758	752
502	760	751
503	761	749
504	762	747
505	763	745
506	765	744
507	766	742
508	767	740
509	769	738
510	770	737
511	771	735
512	773	734
513	774	732
514	775	730
515	776	728
516	777	726
517	779	725
518	780	723
519	781	721
520	782	719
521	783	717
522	785	715
523	786	714
524	787	712
525	788	710
526	790	709
527	791	707
528	792	705
529	793	703
530	794	702
531	796	700
532	798	699
533	801	699
534	803	698
535	806	697
536	808	697
537	810	696
538	812	695
539	814	694
540	815	692
541	817	691
542	820	690
543	822	689
544	823	687
545	826	686
546	827	685
547	828	683
548	830	682
549	832	680
550	834	679
551	836	679
552	838	677
553	840	676
554	841	674
555	843	673
556	844	671
557	845	669
558	846	667
559	847	666
560	849	664
561	850	662
562	852	661
563	854	660
564	856	659
565	857	657
566	858	655
567	860	654
568	862	653
569	863	651
570	864	649
571	866	648
572	867	646
573	869	645
574	870	643
575	872	641
576	873	640
577	875	639
578	876	637
579	878	636
580	880	634
581	881	633
582	882	631
583	883	629
584	884	627
585	886	626
586	888	624
587	889	623
588	890	621
589	891	619
590	893	618
591	895	617
592	897	615
593	899	614
594	900	612
595	901	611
596	902	609
597	903	607
598	906	606
599	907	604
600	908	602
601	909	601
602	911	599
603	912	598
604	913	596
605	914	594
606	916	593
607	918	592
608	919	590
609	920	588
610	921	586
611	923	585
612	924	583
613	925	582
614	927	580
615	928	578
616	930	577
617	931	575
618	932	574
619	934	572
620	935	571
621	937	569
622	938	568
623	940	566
624	941	564
625	942	563
626	944	561
627	945	559
628	946	558
629	947	556
630	949	555
631	950	553
632	951	551
633	952	549
634	953	548
635	955	546
636	956	544
637	957	543
638	958	541
639	959	539
640	960	537
641	961	536
642	963	534
643	964	533
644	965	531
645	967	530
646	968	528
647	970	526
648	971	525
649	972	523
650	973	521
651	974	520
652	975	518
653	976	516
654	977	515
655	979	513
656	980	511
657	981	510
658	983	508
659	983	506
660	985	505
661	986	503
662	987	502
663	988	500
664	989	498
665	991	497
666	992	495
667	994	494
668	995	492
669	996	490
670	997	489
671	999	487
672	1000	486
673	1001	484
674	1003	483
675	1005	481
676	1006	480
677	1007	478
678	1008	476
679	1009	474
680	1011	473
681	1012	471
682	1013	470
683	1014	468
684	1015	467
685	1017	465
686	1018	464
687	1020	462
688	1021	461
689	1023	459
690	1025	458
691	1026	457
692	1028	455
693	1029	454
694	1031	452
695	1032	450
696	1033	449
697	1034	447
698	1036	446
699	1037	444
700	1038	442
701	1039	441
702	1040	439
703	1042	438
704	1043	436
705	1044	435
706	1045	433
707	1047	431
708	1048	430
709	1049	428
710	1050	427
711	1052	425
712	1053	424
713	1054	422
714	1056	420
715	1057	419
716	1057	417
717	1058	415
718	1060	414
719	1061	412
720	1062	411
721	1063	409
722	1064	407
723	1065	406
724	1066	404
725	1067	402
726	1068	401
727	1069	399
728	1070	398
729	1071	396
730	1073	395
731	1074	393
732	1075	391
733	1076	390
734	1077	388
735	1079	387
736	1080	385
737	1081	383
738	1082	382
739	1083	380
740	1084	378
741	1085	377
742	1086	375
743	1087	374
744	1088	372
745	1089	370
746	1090	369
747	1091	367
748	1093	366
749	1094	364
750	1095	363
751	1097	361
752	1098	360
753	1099	358
754	1100	357
755	1101	355
756	1103	354
757	1104	352
758	1105	351
759	1106	349
760	1107	347
761	1108	346
762	1109	344
763	1110	343
764	1111	341
765	1112	339
766	1113	338
767	1114	336
768	1115	335
769	1116	333
770	1117	331
771	1118	330
772	1119	328
773	1119	327
774	1120	325
775	1122	323
776	1123	322
777	1124	320
778	1125	319
779	1125	317
780	1126	315
781	1127	314
782	1129	312
783	1130	311
784	1130	309
785	1131	308
786	1132	306
787	1133	304
788	1134	303
789	1136	302
790	1136	300
791	1137	298
792	1138	297
793	1139	295
794	1140	294
795	1142	292
796	1143	291
797	1143	289
798	1144	287
799	1145	286
800	1146	284
801	1148	283
802	1149	281
803	1149	280
804	1150	278
805	1151	277
806	1152	275
807	1153	274
808	1154	272
809	1155	271
810	1156	269
811	1158	268
812	1159	266
813	1160	265
814	1161	263
815	1162	262
816	1163	260
817	1164	259
818	1165	257
819	1166	255
820	1167	254
821	1168	253
822	1169	251
823	1170	249
824	1171	248
825	1172	247
826	1173	245
827	1174	244
828	1175	242
829	1176	240
830	1177	239
831	1178	238
832	1179	236
833	1180	234
834	1181	233
835	1182	231
836	1183	230
837	1184	228
838	1185	227
839	1186	226
840	1187	224
841	1188	223
842	1189	221
843	1190	220
844	1191	218
845	1192	217
846	1193	215
847	1194	214
848	1195	212
849	1197	211
850	1198	209
851	1199	208
852	1200	206
853	1201	205
854	1202	203
855	1204	202
856	1205	201
857	1206	199
858	1206	198
859	1207	196
860	1208	195
861	1209	193
862	1210	192
863	1212	190
864	1213	189
865	1215	188
866	1216	186
867	1217	185
868	1218	183
869	1219	182
870	1220	180
871	1222	179
872	1222	177
873	1223	176
874	1224	174
875	1225	173
876	1226	172
877	1228	170
878	1229	169
879	1230	167
880	1231	166
881	1232	164
882	1234	163
883	1235	162
884	1235	160
885	1237	159
886	1238	157
887	1239	156
888	1240	154
889	1241	153
890	1242	152
891	1244	150
892	1244	149
893	1246	147
894	1247	146
895	1248	144
896	1249	143
897	1250	142
898	1251	140
899	1252	139
900	1253	137
901	1254	136
902	1255	134
903	1256	133
904	1257	131
905	1258	130
906	1259	129
907	1260	127
908	1261	126
909	1262	124
910	1263	123
911	1264	122
912	1265	120
913	1266	119
914	1267	117
915	1268	116
916	1270	114
917	1271	113
918	1273	112
919	1274	110
920	1275	109
921	1276	107
922	1277	106
923	1279	105
924	1280	103
925	1281	102
926	1282	100
927	1283	99
928	1285	98
929	1286	96
930	1287	95
931	1288	94
932	1289	92
933	1291	91
934	1292	89
935	1293	88
936	1294	87
937	1295	85
938	1297	84
939	1298	82
940	1299	81
941	1300	80
942	1301	78
943	1303	77
944	1304	75
945	1305	74
946	1306	73
947	1307	71
948	1309	70
949	1310	68
950	1311	67
951	1312	66
952	1314	64
953	1315	63
954	1317	62
955	1318	60
956	1319	59
957	1321	57
958	1322	56
959	1324	55
960	1325	53
961	1326	52
962	1327	51
963	1329	49
964	1330	48
965	1331	46
966	1332	45
967	1333	44
968	1335	42
969	1336	41
970	1337	39
971	1338	38
972	1340	37
973	1341	35
974	1342	34
975	1344	33
976	1345	31
977	1347	30
978	1348	28
979	1349	27
980	1350	26
981	1352	24
982	1353	23
983	1354	22
984	1355	20
985	1356	19
986	1357	17
987	1359	16
988	1360	15
989	1361	13
990	1362	12
991	1363	10
992	1364	9
993	1366	8
994	1367	6
995	1368	5
996	1369	4
997	1370	2
998	1371	1
999	1388	0
